,data,target
3244,What gaming devices were dubbed `` Mississippi marbles '' and `` Memphis dominoes '' ?,ENTY
3245,"What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?",LOC
3246,Who is the voice of Miss Piggy ?,HUM
3247,Who is stationed at Camp Swampy in the comic strips ?,HUM
3248,How many seats does the Batmobile sport ?,NUM
3249,How much time does the blinking of an eye take ?,NUM
3250,What is the highest mountain in the world ?,LOC
3251,Which of the following actors worked in New York 's Yiddish Theater ?,HUM
3252,What is the classic definition of tragic hero ?,DESC
3253,What is the temperature for baking Peachy Oat Muffins ?,NUM
3254,What party was Winston Churchill a member of ?,HUM
3255,What country was Sir Edmund Hillary born in ?,LOC
3256,How tall is kilamanjaro ?,NUM
3257,What is the name of the president of Garmat U.S.A ?,HUM
3258,What 's men 's par on a 455-yard golf hole ?,NUM
3259,What is humidity ?,DESC
3260,How many fingers are used to draw a bow ?,NUM
3261,How long does it take different materials to decompose ?,NUM
3262,How many equal sides are there on a scalene triangle ?,NUM
3263,What is the Taj Majal made of ?,ENTY
3264,What is the most common boy 's or girl 's name ?,HUM
3265,How many characters are in the Chinese alphabet ?,NUM
3266,What is the former name of Zimbabwe ?,ENTY
3267,What class is categorized as the bourgeoisie ?,ENTY
3268,Where is Erykah Badu originally from ?,LOC
3269,What 1964 film introduced the song My Kind of Town ?,ENTY
3270,What singer 's hit song inspired the Dolly Parton Stallone movie Rhinestone ?,HUM
3271,"What clause in the U.S. Constitution may not be changed , altered or amended ?",DESC
3272,What were the first bodies visited by spacecraft ?,LOC
3273,What is the most common kind of skin cancer in the U.S. ?,ENTY
3274,What director made one silent and one sound version of The Ten Commandments ?,HUM
3275,Who made the largest cocaine seizure in Ventura County history ?,HUM
3276,How many U.S. presidents were assassinated during Queen Victoria 's reign ?,NUM
3277,What happened during the Blackhawk Indian war of 1832 ?,DESC
3278,Name the two blob members of the animated Herculoids .,HUM
3279,"What is the high pitched sound that you hear in your ear every now and then , but then it goes away , after a while ?",ENTY
3280,Who are the top 10 richest people in the world ?,HUM
3281,How many more weeks of winter are there if a ground hog sees his shadow ?,NUM
3282,What is the only vegetable that starts with `` z '' ?,ENTY
3283,How many of every 10 members of the Rodeo Cowboys Association have never worked a ranch ?,NUM
3284,What Asian country once thrilled to the sport of cricket fighting ?,LOC
3285,Where is Mozambique located ?,LOC
3286,What is the difference between a generator and an alternator ?,DESC
3287,What is damage to business and government caused by bureaucracy ?,ENTY
3288,What United States city produces the most oil ?,LOC
3289,What city is near the mouth of the Amazon ?,LOC
3290,Who is the mayor of Marbella ?,HUM
3291,What is the `` 7-minute cigarette '' ?,DESC
3292,What does Ouija mean ?,DESC
3293,What is one of the languages of the Sioux ?,ENTY
3294,What tale has the moral,ENTY
3295,How many electoral college votes does Colorado have ?,NUM
3296,What five-time winner of the Kentucky Derby lost his first 25 races ?,ENTY
3297,What must a Las Vegas blackjack dealer do when he reaches 16 ?,DESC
3298,What does palindromic mean ?,DESC
3299,What are geckos ?,DESC
3300,What are the most common causes of death in the U.S. ?,DESC
3301,What type of bridge is the Golden Gate Bridge ?,ENTY
3302,What was originally defined as one 1-millionth of the distance from the equator to the Pole ?,ENTY
3303,Who is reputed to be the greatest maker of violins ?,HUM
3304,Name a film in which Jude Law acted .,ENTY
3305,What king is satirized in the line,HUM
3306,What does `` extended definition '' mean and how would one write a paper on it ?,DESC
3307,"How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it ?",NUM
3308,What 's the maximum number of clubs a golfer may use in a round ?,NUM
3309,Where was Pythagoras born ?,LOC
3310,How can you tell when figs are ripe ?,DESC
3311,What was Marilyn Monroe 's real name ?,HUM
3312,"What happened on January 15 , 1969 ?",ENTY
3313,What 's the favorite food of dragonflies ?,ENTY
3314,What does VCR stand for ?,ABBR
3315,What capital is built around Monument Circle which contains soldiers and sailors monument ?,LOC
3316,How many blacks served in the Vietnam War,NUM
3317,How many rows of whiskers does a cat have ?,NUM
3318,What country received all the Nobel Prizes awarded in 1976 ?,LOC
3319,What is the origin of the term `` The Brooklyn Side '' in bowling ?,DESC
3320,"What did British companies stick 175 , 0 tons of tea into in 1982 ?",ENTY
3321,Where did King Francis I hang the `` Mona Lisa '' when he owned it ?,LOC
3322,What is the temperature today ?,NUM
3323,What J.R.R. Tolkien book features Gimli as a central character ?,ENTY
3324,What animal has been called The Poor Man 's Cow ?,ENTY
3325,Who was Hitler 's minister of propaganda ?,HUM
3326,What is a plant supplement ?,DESC
3327,What William Makepeace Thackeray novel was made into a film by Stanley Kubrick ?,ENTY
3328,What is the name of Jamiroquai new album ?,ENTY
3329,Where did the Mayan Indians live ?,LOC
3330,How can I find out which cities have cable-modem access ?,DESC
3331,What did the Yalta Conference lead to ?,ENTY
3332,What is swap math ?,DESC
3333,What happens when a body part falls asleep ?,DESC
3334,"What English word comes from the Old French covrefeu , meaning cover fire ?",ENTY
3335,What `` marvelous '' major-league baseball player is now a spokesman for a beer company ?,HUM
3336,What caused the Titanic to sink ?,DESC
3337,What is a leper ?,DESC
3338,What was Michelangelo 's last name ?,HUM
3339,How do ants have sex ?,DESC
3340,What year was the ATM first introduced ?,NUM
3341,What year did Hitler die ?,NUM
3342,Who invented Astroturf ?,HUM
3343,What type of exercise burns the most calories ?,ENTY
3344,Who played the original Charlie 's Angels ?,HUM
3345,What are Britain 's two longest rivers ?,LOC
3346,What are the titles of some R-Rated Sony Playstation games ?,ENTY
3347,Who founded the first aerodynamics laboratory in 1912 ?,HUM
3348,Name the three races unleashed by the Celestials in Marvel comics .,HUM
3349,What poet wrote,HUM
3350,Where can I find an Ask An Expert site ?,LOC
3351,Who invented panties ?,HUM
3352,What was a Mae West on a World War II battleship ?,DESC
3353,What is the difference between classical conditioning and operant conditioning ?,DESC
3354,What is a handheld PC ?,DESC
3355,When is Boxing Day ?,NUM
3356,What Spanish artist painted Crucifixion ?,HUM
3357,What 2 statues did France give to other countries ?,ENTY
3358,What causes asthma ?,DESC
3359,What is the name of Joan Jett 's band ?,HUM
3360,How many counties are in Indiana ?,NUM
3361,How did Bob Marley die ?,DESC
3362,Who built the first successful stern wheel steamboat ?,HUM
3363,Where is the massive North Korean nuclear complex located ?,LOC
3364,Who did Dita Beard work for ?,HUM
3365,Who played the title role in My Favorite Martian ?,HUM
3366,What is a fear of black people ?,ENTY
3367,What is the chemical composition of a Barbie ?,ENTY
3368,What is different about the red and black fox ?,DESC
3369,Who is the sexiest women in the world ?,HUM
3370,Who made the rotary engine automobile ?,HUM
3371,How do I find out what cities are in a certain area code ?,DESC
3372,What is the population of Ohio ?,NUM
3373,What are the wolverine habits ?,ENTY
3374,Why do some people have two different color eyes ?,DESC
3375,What did Aaron Hass write ?,ENTY
3376,How is digital audio used ?,DESC
3377,What country boasts Ismail 's Palace and the Palace of King Farouk ?,LOC
3378,How many penny-farthings are there on a Trivial Pursuit game board ?,NUM
3379,"How much does it cost , average or whatever is available , to produce and send junk mail catalogues in the US ? , DT CD NN NN ,",NUM
3380,What are the two languages of Malta ?,ENTY
3381,Who sings the themes for `` Dawson 's Creek '' and `` Felicity '' ?,HUM
3382,Who protects DC Comics ' realm of dreams ?,HUM
3383,What is the starting salary of a radiographer ?,NUM
3384,"What bay sparkles next to Miami , Florida ?",LOC
3385,What color is the stripe along each side of a Coho salmon ?,ENTY
3386,"What is deadrise , nautical , ?",DESC
3387,What is `` flintknapping '' ?,DESC
3388,How many people in America snore ?,NUM
3389,Which two inventors invented Post-its ?,HUM
3390,Who painted `` Soft Self-Portrait with Grilled Bacon '' ?,HUM
3391,How does a rainbow form ?,DESC
3392,Who is Olive Oyl 's brother ?,HUM
3393,What causes panic attacks ?,DESC
3394,What types of water pollution are there ?,ENTY
3395,How long does it take for your blood to make one complete trip through the body ?,NUM
3396,"In South Korea , how many American Soldiers are there ?",NUM
3397,Where can I get cotton textiles importer details ?,LOC
3398,What is a softball made of ?,ENTY
3399,What famed clown appeared on an early Howdy Doody Show and insisted that Clarabell be made up as a real clown ?,HUM
3400,Where is the Orange Bowl ?,LOC
3401,What is fellatio ?,DESC
3402,"Where was helium first discovered , hence its name ?",LOC
3403,How do storms form ?,DESC
3404,What are some of the significant historical events of the 1990s ?,ENTY
3405,What author of the Days of Our Lives Cookbook signed on in 198 as Liz Chandler in TV 's Days of Our Lives ?,HUM
3406,"What product 's ads claim that it `` eliminates odors , kills household germs , mold , and mildew '' ?",ENTY
3407,What card suit originally represented the peasant class ?,ENTY
3408,Who won the Nobel Peace Prize in 1991 ?,HUM
3409,When was the Hoover Dam constructed ?,NUM
3410,What is the recommended daily requirement for folic acid for pregnant women ?,DESC
3411,What Asian gulf were the destroyers Maddox and C Turner Joy shot up in ?,LOC
3412,What Japanese city was once called Edo ?,LOC
3413,When was the first flush toilet invented ?,NUM
3414,What botanical marvel did Nebuchadnezzar build ?,LOC
3415,How many member states are in the UN ?,NUM
3416,What four U.S. states have active volcanoes ?,LOC
3417,Why is Jane Goodall famous ?,DESC
3418,What 's the term for a limestone deposit rising from the floor of a cave ?,ENTY
3419,Where are the Haversian canals ?,LOC
3420,What is the most efficient way to start a barbeque ?,ENTY
3421,What singer 's theme song was When the Moon Comes over the Mountain ?,HUM
3422,How effective are condoms in protecting against AIDS ?,DESC
3423,"In 1990 , what day of the week did Christmas fall on ?",NUM
3424,Where in the Americas is it only 47 miles from the Atlantic to the Pacific ?,LOC
3425,In 139 the papal court was forced to move from Rome to where ?,LOC
3426,What airport is on the Piccadilly subway line ?,LOC
3427,Who is currently the most popular singer in the world ?,HUM
3428,What engineer invented the pull-tab can ?,HUM
3429,What is an example of a famous rock band from the sixties ?,HUM
3430,What organic fuel do bog-dwellers use a `` slane '' to cut ?,ENTY
3431,How do I know someone is truly in love with me ?,DESC
3432,What is Doegs ?,DESC
3433,What actress starred in `` The Lion in Winter '' ?,HUM
3434,What London street claims to be the world center for men 's tailoring ?,LOC
3435,Why are lions called `` King of the Jungle '' ?,DESC
3436,What line divided the North and South in the U.S. Civil War ?,ENTY
3437,When was Queen Victoria born ?,NUM
3438,What is the world 's highest peak ?,LOC
3439,What famous actress made her first appearance on stage at the age of five in the year 191 as `` Baby '' ?,HUM
3440,What do the French call La Manche ?,ENTY
3441,What do Italians call Florence ?,ENTY
3442,What caused an adjournment of the 25th anniversary session of the United Nations General Assembly ?,DESC
3443,Who was Jane Goodall ?,HUM
3444,How do I stop background noise in a car stereo ?,DESC
3445,What is the smallest country in Africa ?,LOC
3446,Who is always trying to get the rent from Andy Capp ?,HUM
3447,What is a fear of drinking ?,ENTY
3448,How did the bikini bathing suite get its name ?,DESC
3449,Where 's the Petrified Forest ?,LOC
3450,What is RCD ?,ABBR
3451,What is April 's gemstone ?,ENTY
3452,What incident caused the canning of a summit conference between Eisenhower and Khrushchev ?,DESC
3453,What cigar-chewing comedian observed,HUM
3454,When was the Brandenburg Gate in Berlin built ?,NUM
3455,How much did a knight 's armor weigh ?,NUM
3456,What is the average age a horse lives ?,NUM
3457,What date is Richard Nixon 's birthday ?,NUM
3458,Who won the rugby world cup in ?,HUM
3459,What do economists do ?,DESC
3460,What letter is to the right of K on a typewriter keyboard ?,ENTY
3461,What 's the Southern dish made of pigs ' small intestines ?,ENTY
3462,What famed tennis tournament 's men 's singles title was Fred Perry the last Englishman to win ?,ENTY
3463,What is Dick Clark 's birthday ?,NUM
